Timestamp,Year of Study,Department,Gender,1. Difficulty Falling Asleep,2. Avg Sleep Hours,3. Waking at Night,4. Sleep Quality,5. Concentration Issues,6. Daytime Fatigue,7. Classes Missed (per week),8. Assignment Impact,9. Screen Time Before Bed,10. Caffeine Use,11. Physical Activity,12. Stress Level,13. Academic Performance
"15/4/2026, 9:34:09 am",third year,ece,female,rarely (1-2 times a week),5-6 hours,rarely (1-2 times a week),good,often,always,sometimes (1-2 times a week),minor impact,every night,never,sometimes (3-4 times a week),high stress,good
"15/4/2026, 9:34:10 am",third year,cse,male,often (5-6 times a week),less than 4 hours,sometimes (3-4 times a week),good,sometimes,often,sometimes (1-2 times a week),minor impact,every night,never,sometimes (3-4 times a week),low stress,average
"15/4/2026, 9:34:16 am",fourth year,cse,female,sometimes (3-4 times a week),7-8 hours,never,average,sometimes,often,often (3-4 times a week),major impact,every night,sometimes (3-4 times a week),never,no stress,average
"15/4/2026, 9:34:30 am",third year,cse,male,rarely (1-2 times a week),6-7 hours,never,average,always,sometimes,rarely (1-2 times a month),moderate impact,every night,rarely (1-2 times a week),sometimes (3-4 times a week),high stress,average
"15/4/2026, 9:34:48 am",third year,cse,male,rarely (1-2 times a week),5-6 hours,sometimes (3-4 times a week),very good,often,often,never,moderate impact,every night,never,never,low stress,good
"15/4/2026, 9:34:50 am",third year,cse,female,rarely (1-2 times a week),6-7 hours,rarely (1-2 times a week),poor,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),never,rarely (1-2 times a week),high stress,average
"15/4/2026, 9:35:09 am",second year,cse,male,often (5-6 times a week),6-7 hours,rarely (1-2 times a week),average,often,rarely,often (3-4 times a week),major impact,often (5-6 times a week),rarely (1-2 times a week),rarely (1-2 times a week),high stress,average
"15/4/2026, 9:35:15 am",third year,eee,female,often (5-6 times a week),6-7 hours,every night,good,rarely,rarely,rarely (1-2 times a month),minor impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),high stress,average
"15/4/2026, 9:35:25 am",third year,cse,male,sometimes (3-4 times a week),6-7 hours,never,average,never,sometimes,always,minor impact,every night,rarely (1-2 times a week),sometimes (3-4 times a week),no stress,good
"15/4/2026, 9:35:25 am",third year,eee,male,every night,5-6 hours,never,good,sometimes,often,rarely (1-2 times a month),moderate impact,every night,never,sometimes (3-4 times a week),no stress,average
"15/4/2026, 9:35:26 am",first year,cse,female,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),good,rarely,rarely,sometimes (1-2 times a week),moderate impact,every night,every day,rarely (1-2 times a week),extremely high stress,average
"15/4/2026, 9:35:30 am",third year,cse,male,never,6-7 hours,never,poor,often,always,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),rarely (1-2 times a week),rarely (1-2 times a week),low stress,good
"15/4/2026, 9:35:43 am",third year,cse,male,sometimes (3-4 times a week),6-7 hours,never,average,often,often,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),rarely (1-2 times a week),rarely (1-2 times a week),high stress,good
"15/4/2026, 9:35:50 am",third year,cse,female,rarely (1-2 times a week),6-7 hours,never,average,always,rarely,sometimes (1-2 times a week),minor impact,sometimes (3-4 times a week),rarely (1-2 times a week),rarely (1-2 times a week),low stress,average
"15/4/2026, 9:35:55 am",third year,cse,male,never,6-7 hours,rarely (1-2 times a week),average,sometimes,often,rarely (1-2 times a month),major impact,every night,never,every day,high stress,average
"15/4/2026, 9:35:59 am",third year,other,female,rarely (1-2 times a week),5-6 hours,sometimes (3-4 times a week),average,rarely,rarely,rarely (1-2 times a month),moderate impact,every night,never,never,no stress,below average
"15/4/2026, 9:36:11 am",third year,eee,male,sometimes (3-4 times a week),7-8 hours,never,very good,sometimes,rarely,often (3-4 times a week),moderate impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),no stress,good
"15/4/2026, 9:36:16 am",third year,other,female,often (5-6 times a week),7-8 hours,rarely (1-2 times a week),good,rarely,often,sometimes (1-2 times a week),moderate impact,every night,never,every day,high stress,below average
"15/4/2026, 9:36:44 am",first year,eee,male,every night,less than 4 hours,rarely (1-2 times a week),good,sometimes,rarely,often (3-4 times a week),minor impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),high stress,good
"15/4/2026, 9:36:53 am",third year,ece,male,never,7-8 hours,never,good,often,rarely,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),high stress,good
"15/4/2026, 9:36:59 am",first year,other,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),average,often,rarely,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),rarely (1-2 times a week),never,extremely high stress,below average
"15/4/2026, 9:37:01 am",third year,ece,male,sometimes (3-4 times a week),6-7 hours,rarely (1-2 times a week),average,often,sometimes,rarely (1-2 times a month),moderate impact,every night,every day,often (5-6 times a week),low stress,average
"15/4/2026, 9:37:08 am",fourth year,eee,male,rarely (1-2 times a week),5-6 hours,never,average,often,sometimes,rarely (1-2 times a month),moderate impact,every night,sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,average
"15/4/2026, 9:37:09 am",third year,civil,male,sometimes (3-4 times a week),7-8 hours,never,average,always,sometimes,sometimes (1-2 times a week),minor impact,rarely (1-2 times a week),every day,never,high stress,good
"15/4/2026, 9:37:12 am",third year,other,female,rarely (1-2 times a week),6-7 hours,rarely (1-2 times a week),poor,often,often,never,minor impact,sometimes (3-4 times a week),rarely (1-2 times a week),every day,high stress,average
"15/4/2026, 9:37:16 am",third year,cse,male,rarely (1-2 times a week),6-7 hours,never,average,sometimes,always,rarely (1-2 times a month),minor impact,rarely (1-2 times a week),never,often (5-6 times a week),high stress,good
"15/4/2026, 9:37:26 am",third year,ece,male,rarely (1-2 times a week),6-7 hours,never,good,often,sometimes,rarely (1-2 times a month),major impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),low stress,good
"15/4/2026, 9:37:35 am",first year,cse,male,never,6-7 hours,never,good,often,often,rarely (1-2 times a month),minor impact,every night,never,rarely (1-2 times a week),extremely high stress,average
"15/4/2026, 9:37:42 am",third year,cse,male,never,5-6 hours,never,average,often,often,sometimes (1-2 times a week),minor impact,often (5-6 times a week),never,every day,high stress,good
"15/4/2026, 9:37:45 am",third year,eee,male,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),average,often,always,sometimes (1-2 times a week),minor impact,every night,often (5-6 times a week),rarely (1-2 times a week),extremely high stress,average
"15/4/2026, 9:37:51 am",first year,cse,male,sometimes (3-4 times a week),5-6 hours,every night,good,sometimes,sometimes,always,minor impact,rarely (1-2 times a week),never,rarely (1-2 times a week),extremely high stress,average
"15/4/2026, 9:37:58 am",third year,ece,male,rarely (1-2 times a week),7-8 hours,sometimes (3-4 times a week),good,always,sometimes,sometimes (1-2 times a week),moderate impact,every night,rarely (1-2 times a week),every day,extremely high stress,average
"15/4/2026, 9:38:04 am",third year,mechanical,male,often (5-6 times a week),5-6 hours,never,very good,rarely,often,sometimes (1-2 times a week),minor impact,every night,never,rarely (1-2 times a week),high stress,average
"15/4/2026, 9:38:07 am",third year,cse,male,rarely (1-2 times a week),7-8 hours,never,average,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,every night,never,never,no stress,average
"15/4/2026, 9:38:26 am",third year,mechanical,male,every night,6-7 hours,never,good,rarely,sometimes,sometimes (1-2 times a week),moderate impact,every night,rarely (1-2 times a week),often (5-6 times a week),low stress,below average
"15/4/2026, 9:38:31 am",third year,cse,male,sometimes (3-4 times a week),6-7 hours,never,average,sometimes,rarely,sometimes (1-2 times a week),moderate impact,every night,never,never,high stress,poor
"15/4/2026, 9:38:38 am",first year,eee,male,never,less than 4 hours,never,good,rarely,never,rarely (1-2 times a month),minor impact,every night,often (5-6 times a week),sometimes (3-4 times a week),low stress,good
"15/4/2026, 9:38:40 am",first year,cse,male,every night,5-6 hours,never,good,sometimes,always,sometimes (1-2 times a week),moderate impact,every night,sometimes (3-4 times a week),sometimes (3-4 times a week),extremely high stress,average
"15/4/2026, 9:38:41 am",third year,cse,female,never,5-6 hours,never,good,rarely,always,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),never,high stress,below average
"15/4/2026, 9:38:42 am",third year,mechanical,male,sometimes (3-4 times a week),6-7 hours,never,poor,always,rarely,often (3-4 times a week),moderate impact,every night,never,every day,high stress,good
"15/4/2026, 9:38:58 am",second year,cse,male,never,5-6 hours,rarely (1-2 times a week),average,often,sometimes,rarely (1-2 times a month),moderate impact,rarely (1-2 times a week),never,rarely (1-2 times a week),high stress,average
"15/4/2026, 9:39:00 am",third year,ece,male,rarely (1-2 times a week),6-7 hours,never,good,never,sometimes,often (3-4 times a week),moderate impact,every night,never,sometimes (3-4 times a week),high stress,good
"15/4/2026, 9:39:13 am",third year,cse,male,never,less than 4 hours,never,good,rarely,often,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),rarely (1-2 times a week),every day,high stress,average
"15/4/2026, 9:39:17 am",second year,ece,female,rarely (1-2 times a week),less than 4 hours,never,average,often,often,rarely (1-2 times a month),minor impact,rarely (1-2 times a week),never,sometimes (3-4 times a week),low stress,good
"15/4/2026, 9:39:20 am",second year,ece,female,never,5-6 hours,never,good,always,sometimes,never,minor impact,often (5-6 times a week),never,never,low stress,average
"15/4/2026, 9:39:23 am",second year,cse,male,rarely (1-2 times a week),5-6 hours,never,poor,always,rarely,sometimes (1-2 times a week),moderate impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),low stress,average
"15/4/2026, 9:39:29 am",second year,cse,female,rarely (1-2 times a week),6-7 hours,rarely (1-2 times a week),good,sometimes,sometimes,sometimes (1-2 times a week),major impact,rarely (1-2 times a week),rarely (1-2 times a week),rarely (1-2 times a week),low stress,average
"15/4/2026, 9:39:42 am",second year,cse,male,never,more than 8 hours,never,average,sometimes,always,rarely (1-2 times a month),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),often (5-6 times a week),low stress,good
"15/4/2026, 9:39:52 am",second year,cse,male,every night,5-6 hours,never,average,sometimes,rarely,often (3-4 times a week),minor impact,every night,every day,never,high stress,excellent
"15/4/2026, 9:40:01 am",second year,cse,female,rarely (1-2 times a week),5-6 hours,never,good,often,sometimes,sometimes (1-2 times a week),moderate impact,every night,rarely (1-2 times a week),never,high stress,average
"15/4/2026, 9:40:08 am",fourth year,other,male,rarely (1-2 times a week),5-6 hours,every night,very good,never,often,often (3-4 times a week),moderate impact,every night,never,sometimes (3-4 times a week),high stress,good
"15/4/2026, 9:40:11 am",second year,ece,female,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),very poor,always,often,rarely (1-2 times a month),moderate impact,every night,often (5-6 times a week),rarely (1-2 times a week),low stress,average
"15/4/2026, 9:40:17 am",second year,cse,female,rarely (1-2 times a week),5-6 hours,never,average,rarely,never,rarely (1-2 times a month),moderate impact,rarely (1-2 times a week),sometimes (3-4 times a week),rarely (1-2 times a week),extremely high stress,average
"15/4/2026, 9:40:34 am",second year,cse,male,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),very poor,often,often,sometimes (1-2 times a week),moderate impact,every night,sometimes (3-4 times a week),often (5-6 times a week),extremely high stress,average
"15/4/2026, 9:40:39 am",first year,cse,female,never,6-7 hours,often (5-6 times a week),very poor,often,sometimes,always,moderate impact,rarely (1-2 times a week),never,sometimes (3-4 times a week),high stress,excellent
"15/4/2026, 9:40:41 am",second year,civil,female,often (5-6 times a week),6-7 hours,rarely (1-2 times a week),average,often,sometimes,rarely (1-2 times a month),moderate impact,every night,rarely (1-2 times a week),every day,low stress,average
"15/4/2026, 9:40:48 am",second year,mechanical,female,never,5-6 hours,never,average,always,always,rarely (1-2 times a month),major impact,sometimes (3-4 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,excellent
"15/4/2026, 9:40:51 am",first year,civil,female,rarely (1-2 times a week),6-7 hours,often (5-6 times a week),good,always,often,sometimes (1-2 times a week),major impact,often (5-6 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),no stress,average
"15/4/2026, 9:40:57 am",second year,cse,female,rarely (1-2 times a week),5-6 hours,rarely (1-2 times a week),very good,rarely,always,sometimes (1-2 times a week),minor impact,sometimes (3-4 times a week),never,rarely (1-2 times a week),high stress,average
