Timestamp,Year of Study,Department,Gender,1. Difficulty Falling Asleep,2. Avg Sleep Hours,3. Waking at Night,4. Sleep Quality,5. Concentration Issues,6. Daytime Fatigue,7. Classes Missed (per week),8. Assignment Impact,9. Screen Time Before Bed,10. Caffeine Use,11. Physical Activity,12. Stress Level,13. Academic Performance
"15/4/2026, 9:59:48 am",third year,cse,female,often (5-6 times a week),5-6 hours,never,good,often,sometimes,rarely (1-2 times a month),moderate impact,every night,every day,sometimes (3-4 times a week),high stress,average
"15/4/2026, 9:59:50 am",second year,mechanical,male,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),average,sometimes,rarely,sometimes (1-2 times a week),minor impact,every night,never,never,high stress,average
"15/4/2026, 7:26:11 pm",second year,cse,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),poor,sometimes,rarely,sometimes (1-2 times a week),major impact,every night,rarely (1-2 times a week),sometimes (3-4 times a week),high stress,below average
"15/4/2026, 9:30:04 pm",first year,ece,male,sometimes (3-4 times a week),4-5 hours,sometimes (3-4 times a week),very poor,sometimes,never,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),rarely (1-2 times a week),often (5-6 times a week),high stress,poor
"15/4/2026, 9:30:06 pm",third year,cse,female,every night,less than 4 hours,sometimes (3-4 times a week),good,sometimes,often,never,moderate impact,every night,never,rarely (1-2 times a week),high stress,below average
"15/4/2026, 9:30:26 pm",third year,cse,male,sometimes (3-4 times a week),5-6 hours,sometimes (3-4 times a week),average,sometimes,always,often (3-4 times a week),minor impact,every night,never,sometimes (3-4 times a week),extremely high stress,below average
"15/4/2026, 9:30:44 pm",third year,cse,female,often (5-6 times a week),5-6 hours,every night,good,always,sometimes,rarely (1-2 times a month),moderate impact,every night,sometimes (3-4 times a week),sometimes (3-4 times a week),extremely high stress,poor
"15/4/2026, 9:30:53 pm",third year,other,female,sometimes (3-4 times a week),4-5 hours,often (5-6 times a week),average,sometimes,rarely,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),every day,never,high stress,poor
"15/4/2026, 9:31:00 pm",third year,ece,male,often (5-6 times a week),5-6 hours,every night,very good,rarely,often,rarely (1-2 times a month),severe impact,every night,every day,never,high stress,poor
"15/4/2026, 9:31:02 pm",third year,other,female,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),average,sometimes,often,often (3-4 times a week),moderate impact,sometimes (3-4 times a week),rarely (1-2 times a week),never,extremely high stress,below average
"15/4/2026, 9:31:03 pm",first year,cse,male,often (5-6 times a week),5-6 hours,sometimes (3-4 times a week),good,sometimes,always,sometimes (1-2 times a week),moderate impact,every night,never,never,high stress,below average
"15/4/2026, 9:31:09 pm",second year,cse,male,sometimes (3-4 times a week),less than 4 hours,sometimes (3-4 times a week),average,never,often,rarely (1-2 times a month),minor impact,every night,often (5-6 times a week),rarely (1-2 times a week),high stress,poor
"15/4/2026, 9:31:22 pm",third year,cse,female,sometimes (3-4 times a week),less than 4 hours,often (5-6 times a week),average,always,sometimes,sometimes (1-2 times a week),minor impact,every night,rarely (1-2 times a week),every day,low stress,average
"15/4/2026, 9:31:27 pm",first year,civil,male,every night,5-6 hours,sometimes (3-4 times a week),poor,never,sometimes,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),never,rarely (1-2 times a week),extremely high stress,below average
"15/4/2026, 9:31:29 pm",third year,cse,male,often (5-6 times a week),5-6 hours,sometimes (3-4 times a week),average,always,rarely,always,moderate impact,every night,rarely (1-2 times a week),every day,no stress,good
"15/4/2026, 9:31:35 pm",second year,cse,male,every night,4-5 hours,often (5-6 times a week),good,always,sometimes,rarely (1-2 times a month),minor impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),extremely high stress,below average
"15/4/2026, 9:31:36 pm",third year,eee,male,every night,5-6 hours,often (5-6 times a week),very poor,rarely,rarely,rarely (1-2 times a month),minor impact,sometimes (3-4 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),extremely high stress,below average
"15/4/2026, 9:31:43 pm",third year,civil,female,rarely (1-2 times a week),5-6 hours,rarely (1-2 times a week),good,sometimes,rarely,rarely (1-2 times a month),minor impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),low stress,average
"15/4/2026, 9:31:48 pm",third year,cse,female,often (5-6 times a week),5-6 hours,often (5-6 times a week),average,sometimes,rarely,rarely (1-2 times a month),moderate impact,every night,every day,sometimes (3-4 times a week),high stress,good
"15/4/2026, 9:32:03 pm",third year,other,male,often (5-6 times a week),less than 4 hours,often (5-6 times a week),poor,often,sometimes,rarely (1-2 times a month),severe impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),high stress,below average
"15/4/2026, 9:32:11 pm",third year,ece,male,often (5-6 times a week),less than 4 hours,often (5-6 times a week),good,rarely,sometimes,rarely (1-2 times a month),moderate impact,sometimes (3-4 times a week),rarely (1-2 times a week),rarely (1-2 times a week),high stress,below average
"15/4/2026, 9:32:19 pm",third year,cse,male,every night,5-6 hours,sometimes (3-4 times a week),very good,sometimes,sometimes,sometimes (1-2 times a week),major impact,often (5-6 times a week),sometimes (3-4 times a week),never,high stress,poor
"15/4/2026, 9:32:31 pm",second year,eee,male,often (5-6 times a week),4-5 hours,every night,good,never,sometimes,sometimes (1-2 times a week),minor impact,sometimes (3-4 times a week),never,rarely (1-2 times a week),high stress,poor
"15/4/2026, 9:32:41 pm",third year,cse,male,sometimes (3-4 times a week),5-6 hours,every night,good,rarely,always,never,moderate impact,every night,never,every day,extremely high stress,below average
"15/4/2026, 9:32:46 pm",third year,ece,female,every night,less than 4 hours,never,poor,sometimes,never,never,minor impact,often (5-6 times a week),never,never,high stress,average
"15/4/2026, 9:32:59 pm",third year,cse,male,sometimes (3-4 times a week),less than 4 hours,sometimes (3-4 times a week),poor,always,often,always,moderate impact,every night,every day,rarely (1-2 times a week),high stress,poor
"15/4/2026, 9:33:00 pm",third year,eee,female,sometimes (3-4 times a week),less than 4 hours,every night,average,often,sometimes,never,minor impact,rarely (1-2 times a week),never,rarely (1-2 times a week),high stress,poor
"15/4/2026, 9:33:01 pm",third year,cse,male,often (5-6 times a week),4-5 hours,often (5-6 times a week),very good,sometimes,sometimes,never,minor impact,often (5-6 times a week),every day,sometimes (3-4 times a week),high stress,poor
"15/4/2026, 9:33:15 pm",third year,cse,male,never,5-6 hours,rarely (1-2 times a week),very poor,often,often,rarely (1-2 times a month),moderate impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),high stress,good
"15/4/2026, 9:33:27 pm",first year,cse,female,often (5-6 times a week),less than 4 hours,sometimes (3-4 times a week),average,always,sometimes,rarely (1-2 times a month),minor impact,every night,rarely (1-2 times a week),never,high stress,below average
"15/4/2026, 9:33:32 pm",third year,cse,male,often (5-6 times a week),4-5 hours,often (5-6 times a week),poor,often,often,sometimes (1-2 times a week),major impact,every night,sometimes (3-4 times a week),sometimes (3-4 times a week),low stress,good
"15/4/2026, 9:33:46 pm",second year,cse,male,every night,4-5 hours,every night,average,sometimes,rarely,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),never,often (5-6 times a week),high stress,poor
"15/4/2026, 9:33:53 pm",third year,eee,male,often (5-6 times a week),5-6 hours,sometimes (3-4 times a week),poor,always,rarely,often (3-4 times a week),moderate impact,every night,never,rarely (1-2 times a week),high stress,below average
"15/4/2026, 9:34:26 pm",second year,cse,female,every night,less than 4 hours,sometimes (3-4 times a week),average,sometimes,always,rarely (1-2 times a month),minor impact,never,sometimes (3-4 times a week),often (5-6 times a week),high stress,below average
"15/4/2026, 9:34:32 pm",third year,ece,female,every night,less than 4 hours,sometimes (3-4 times a week),average,sometimes,always,always,moderate impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),extremely high stress,poor
"15/4/2026, 9:34:37 pm",third year,eee,male,often (5-6 times a week),less than 4 hours,every night,very poor,rarely,rarely,rarely (1-2 times a month),moderate impact,rarely (1-2 times a week),never,rarely (1-2 times a week),high stress,poor
"15/4/2026, 9:34:38 pm",third year,mechanical,female,often (5-6 times a week),5-6 hours,every night,average,often,never,sometimes (1-2 times a week),major impact,sometimes (3-4 times a week),never,sometimes (3-4 times a week),high stress,below average
"15/4/2026, 9:34:40 pm",second year,cse,male,every night,less than 4 hours,sometimes (3-4 times a week),good,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),extremely high stress,poor
"15/4/2026, 9:34:44 pm",third year,cse,male,every night,less than 4 hours,every night,average,often,rarely,rarely (1-2 times a month),minor impact,every night,every day,sometimes (3-4 times a week),high stress,below average
"15/4/2026, 9:34:47 pm",first year,cse,male,every night,less than 4 hours,sometimes (3-4 times a week),good,sometimes,always,rarely (1-2 times a month),severe impact,often (5-6 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),extremely high stress,below average
"15/4/2026, 9:34:48 pm",third year,cse,male,every night,6-7 hours,sometimes (3-4 times a week),average,rarely,sometimes,always,minor impact,every night,never,often (5-6 times a week),high stress,average
"15/4/2026, 9:34:50 pm",third year,cse,female,often (5-6 times a week),5-6 hours,every night,average,rarely,sometimes,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),rarely (1-2 times a week),never,high stress,poor
"15/4/2026, 9:34:56 pm",third year,cse,male,rarely (1-2 times a week),6-7 hours,never,poor,rarely,rarely,sometimes (1-2 times a week),minor impact,every night,every day,sometimes (3-4 times a week),low stress,excellent
"15/4/2026, 9:35:03 pm",third year,ece,male,every night,less than 4 hours,every night,average,sometimes,sometimes,rarely (1-2 times a month),moderate impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),extremely high stress,poor
"15/4/2026, 9:35:04 pm",third year,cse,male,sometimes (3-4 times a week),5-6 hours,rarely (1-2 times a week),average,sometimes,often,sometimes (1-2 times a week),major impact,sometimes (3-4 times a week),every day,every day,low stress,good
"15/4/2026, 9:35:12 pm",third year,ece,male,every night,less than 4 hours,every night,good,never,rarely,sometimes (1-2 times a week),minor impact,never,rarely (1-2 times a week),sometimes (3-4 times a week),extremely high stress,poor
"15/4/2026, 9:35:16 pm",third year,cse,female,rarely (1-2 times a week),5-6 hours,often (5-6 times a week),average,rarely,sometimes,sometimes (1-2 times a week),minor impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),high stress,good
"15/4/2026, 9:35:28 pm",first year,cse,male,sometimes (3-4 times a week),5-6 hours,every night,good,sometimes,always,rarely (1-2 times a month),minor impact,sometimes (3-4 times a week),never,often (5-6 times a week),extremely high stress,poor
"15/4/2026, 9:35:36 pm",third year,ece,female,sometimes (3-4 times a week),5-6 hours,never,average,sometimes,always,sometimes (1-2 times a week),minor impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),low stress,below average
"15/4/2026, 9:35:37 pm",first year,cse,female,sometimes (3-4 times a week),4-5 hours,often (5-6 times a week),average,sometimes,never,rarely (1-2 times a month),severe impact,rarely (1-2 times a week),sometimes (3-4 times a week),rarely (1-2 times a week),extremely high stress,poor
"15/4/2026, 9:35:43 pm",third year,cse,male,often (5-6 times a week),4-5 hours,every night,average,often,sometimes,sometimes (1-2 times a week),major impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),extremely high stress,poor
"15/4/2026, 9:36:32 pm",third year,cse,male,never,5-6 hours,often (5-6 times a week),poor,often,often,rarely (1-2 times a month),minor impact,every night,never,often (5-6 times a week),low stress,average
"15/4/2026, 9:36:54 pm",third year,cse,male,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),average,often,rarely,rarely (1-2 times a month),minor impact,every night,rarely (1-2 times a week),often (5-6 times a week),high stress,poor
"15/4/2026, 9:36:54 pm",third year,eee,male,sometimes (3-4 times a week),less than 4 hours,every night,average,always,rarely,sometimes (1-2 times a week),major impact,every night,never,every day,high stress,below average
"15/4/2026, 9:37:03 pm",third year,cse,male,every night,4-5 hours,often (5-6 times a week),good,often,rarely,rarely (1-2 times a month),severe impact,often (5-6 times a week),sometimes (3-4 times a week),never,high stress,below average
"15/4/2026, 9:37:14 pm",third year,ece,male,often (5-6 times a week),4-5 hours,often (5-6 times a week),average,sometimes,sometimes,often (3-4 times a week),minor impact,every night,never,sometimes (3-4 times a week),extremely high stress,below average
"15/4/2026, 9:37:33 pm",third year,cse,male,every night,less than 4 hours,sometimes (3-4 times a week),average,rarely,rarely,often (3-4 times a week),moderate impact,sometimes (3-4 times a week),never,sometimes (3-4 times a week),extremely high stress,below average
"15/4/2026, 9:37:51 pm",third year,ece,male,often (5-6 times a week),less than 4 hours,sometimes (3-4 times a week),good,never,sometimes,sometimes (1-2 times a week),moderate impact,never,never,rarely (1-2 times a week),extremely high stress,poor
"15/4/2026, 9:37:53 pm",second year,ece,male,often (5-6 times a week),less than 4 hours,sometimes (3-4 times a week),good,rarely,always,never,major impact,often (5-6 times a week),never,rarely (1-2 times a week),high stress,poor
"15/4/2026, 9:38:05 pm",first year,eee,male,every night,less than 4 hours,sometimes (3-4 times a week),average,sometimes,sometimes,sometimes (1-2 times a week),major impact,rarely (1-2 times a week),sometimes (3-4 times a week),rarely (1-2 times a week),extremely high stress,below average
"15/4/2026, 9:38:10 pm",third year,eee,male,sometimes (3-4 times a week),less than 4 hours,every night,good,sometimes,always,never,minor impact,sometimes (3-4 times a week),never,often (5-6 times a week),extremely high stress,average
"15/4/2026, 9:38:12 pm",fourth year,cse,male,every night,5-6 hours,sometimes (3-4 times a week),poor,sometimes,sometimes,often (3-4 times a week),moderate impact,every night,sometimes (3-4 times a week),never,high stress,poor
"15/4/2026, 9:38:18 pm",third year,cse,male,every night,less than 4 hours,sometimes (3-4 times a week),average,often,often,sometimes (1-2 times a week),severe impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),extremely high stress,below average
"15/4/2026, 9:38:19 pm",first year,cse,male,every night,less than 4 hours,sometimes (3-4 times a week),good,often,often,often (3-4 times a week),moderate impact,sometimes (3-4 times a week),rarely (1-2 times a week),rarely (1-2 times a week),extremely high stress,poor
"15/4/2026, 9:38:28 pm",fourth year,cse,female,sometimes (3-4 times a week),7-8 hours,often (5-6 times a week),good,rarely,often,rarely (1-2 times a month),major impact,every night,sometimes (3-4 times a week),often (5-6 times a week),high stress,average
"15/4/2026, 9:38:30 pm",first year,cse,female,every night,4-5 hours,often (5-6 times a week),good,always,sometimes,never,moderate impact,every night,never,often (5-6 times a week),extremely high stress,poor
"15/4/2026, 9:38:30 pm",first year,cse,female,often (5-6 times a week),5-6 hours,every night,good,always,sometimes,rarely (1-2 times a month),severe impact,every night,often (5-6 times a week),sometimes (3-4 times a week),extremely high stress,below average
"15/4/2026, 9:38:34 pm",third year,cse,female,sometimes (3-4 times a week),6-7 hours,never,average,never,often,sometimes (1-2 times a week),moderate impact,every night,sometimes (3-4 times a week),often (5-6 times a week),high stress,good
"15/4/2026, 9:38:34 pm",third year,other,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),good,often,often,rarely (1-2 times a month),minor impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),extremely high stress,average
"15/4/2026, 9:38:42 pm",second year,civil,male,rarely (1-2 times a week),less than 4 hours,sometimes (3-4 times a week),poor,sometimes,rarely,rarely (1-2 times a month),moderate impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),extremely high stress,below average
"15/4/2026, 9:38:43 pm",third year,mechanical,male,sometimes (3-4 times a week),4-5 hours,sometimes (3-4 times a week),good,rarely,never,sometimes (1-2 times a week),minor impact,every night,sometimes (3-4 times a week),often (5-6 times a week),high stress,below average
"15/4/2026, 9:38:52 pm",third year,cse,male,every night,less than 4 hours,sometimes (3-4 times a week),average,rarely,sometimes,always,moderate impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),extremely high stress,below average
"15/4/2026, 9:38:53 pm",third year,ece,female,sometimes (3-4 times a week),less than 4 hours,every night,good,sometimes,often,never,moderate impact,every night,never,often (5-6 times a week),extremely high stress,poor
"15/4/2026, 9:39:00 pm",third year,other,male,every night,4-5 hours,every night,good,rarely,rarely,sometimes (1-2 times a week),moderate impact,every night,rarely (1-2 times a week),never,extremely high stress,below average
"15/4/2026, 9:39:05 pm",third year,ece,male,often (5-6 times a week),4-5 hours,every night,good,often,always,rarely (1-2 times a month),minor impact,every night,never,never,high stress,poor
"15/4/2026, 9:39:09 pm",third year,cse,male,sometimes (3-4 times a week),less than 4 hours,sometimes (3-4 times a week),average,sometimes,sometimes,never,minor impact,every night,sometimes (3-4 times a week),often (5-6 times a week),high stress,poor
"15/4/2026, 9:39:19 pm",third year,cse,male,often (5-6 times a week),less than 4 hours,every night,average,never,rarely,rarely (1-2 times a month),moderate impact,every night,never,every day,extremely high stress,below average
"15/4/2026, 9:39:21 pm",fourth year,ece,male,sometimes (3-4 times a week),4-5 hours,sometimes (3-4 times a week),good,rarely,sometimes,never,moderate impact,every night,every day,often (5-6 times a week),extremely high stress,below average
"15/4/2026, 9:39:35 pm",third year,ece,male,often (5-6 times a week),less than 4 hours,often (5-6 times a week),average,rarely,often,always,severe impact,every night,rarely (1-2 times a week),sometimes (3-4 times a week),high stress,poor
"15/4/2026, 9:39:48 pm",third year,ece,male,every night,5-6 hours,every night,average,rarely,rarely,often (3-4 times a week),major impact,sometimes (3-4 times a week),never,often (5-6 times a week),extremely high stress,below average
"15/4/2026, 9:40:13 pm",third year,other,male,often (5-6 times a week),6-7 hours,sometimes (3-4 times a week),good,sometimes,always,rarely (1-2 times a month),minor impact,every night,sometimes (3-4 times a week),never,high stress,good
"15/4/2026, 9:40:25 pm",third year,other,male,often (5-6 times a week),4-5 hours,every night,good,rarely,often,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),rarely (1-2 times a week),rarely (1-2 times a week),extremely high stress,poor
"15/4/2026, 9:40:32 pm",first year,cse,male,sometimes (3-4 times a week),less than 4 hours,every night,average,often,sometimes,rarely (1-2 times a month),moderate impact,every night,never,often (5-6 times a week),extremely high stress,average
"15/4/2026, 9:40:47 pm",third year,ece,female,every night,less than 4 hours,every night,good,often,never,never,moderate impact,every night,rarely (1-2 times a week),every day,high stress,below average
"15/4/2026, 9:40:50 pm",fourth year,cse,male,every night,5-6 hours,often (5-6 times a week),good,always,rarely,never,moderate impact,every night,every day,sometimes (3-4 times a week),low stress,average
"15/4/2026, 9:40:52 pm",second year,cse,male,sometimes (3-4 times a week),less than 4 hours,every night,average,rarely,always,always,moderate impact,every night,rarely (1-2 times a week),every day,high stress,below average
"15/4/2026, 9:40:56 pm",second year,ece,female,sometimes (3-4 times a week),4-5 hours,sometimes (3-4 times a week),good,often,sometimes,sometimes (1-2 times a week),minor impact,often (5-6 times a week),never,never,extremely high stress,below average
"15/4/2026, 9:40:57 pm",third year,cse,female,sometimes (3-4 times a week),5-6 hours,every night,average,rarely,sometimes,always,minor impact,rarely (1-2 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),high stress,poor
"15/4/2026, 9:41:05 pm",third year,mechanical,female,every night,5-6 hours,often (5-6 times a week),average,sometimes,sometimes,sometimes (1-2 times a week),minor impact,rarely (1-2 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,poor
"15/4/2026, 9:41:09 pm",third year,ece,male,rarely (1-2 times a week),6-7 hours,rarely (1-2 times a week),good,sometimes,rarely,sometimes (1-2 times a week),minor impact,sometimes (3-4 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,excellent
"15/4/2026, 9:41:10 pm",third year,eee,male,often (5-6 times a week),5-6 hours,often (5-6 times a week),very good,sometimes,often,never,minor impact,every night,sometimes (3-4 times a week),sometimes (3-4 times a week),extremely high stress,below average
"15/4/2026, 9:41:26 pm",third year,cse,male,often (5-6 times a week),5-6 hours,never,very good,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),never,rarely (1-2 times a week),low stress,good
"15/4/2026, 9:41:31 pm",first year,cse,male,every night,4-5 hours,often (5-6 times a week),good,often,sometimes,rarely (1-2 times a month),major impact,sometimes (3-4 times a week),sometimes (3-4 times a week),never,high stress,below average
"15/4/2026, 9:41:39 pm",third year,ece,male,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),poor,often,rarely,sometimes (1-2 times a week),major impact,every night,never,every day,extremely high stress,poor
"15/4/2026, 9:41:45 pm",third year,cse,male,often (5-6 times a week),5-6 hours,sometimes (3-4 times a week),good,sometimes,always,sometimes (1-2 times a week),severe impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),high stress,poor
"15/4/2026, 9:41:50 pm",third year,cse,male,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),very good,sometimes,sometimes,sometimes (1-2 times a week),major impact,every night,every day,every day,extremely high stress,poor
"15/4/2026, 9:41:51 pm",first year,ece,male,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),average,sometimes,often,rarely (1-2 times a month),minor impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),extremely high stress,average
"15/4/2026, 9:42:02 pm",first year,cse,male,every night,4-5 hours,sometimes (3-4 times a week),average,often,always,rarely (1-2 times a month),major impact,often (5-6 times a week),often (5-6 times a week),rarely (1-2 times a week),high stress,poor
"15/4/2026, 9:42:03 pm",third year,ece,female,sometimes (3-4 times a week),5-6 hours,often (5-6 times a week),good,rarely,often,rarely (1-2 times a month),moderate impact,often (5-6 times a week),rarely (1-2 times a week),never,extremely high stress,poor
"15/4/2026, 9:42:11 pm",third year,mechanical,male,sometimes (3-4 times a week),5-6 hours,every night,average,rarely,rarely,always,minor impact,often (5-6 times a week),never,sometimes (3-4 times a week),high stress,poor
"15/4/2026, 9:42:21 pm",third year,cse,male,every night,less than 4 hours,every night,poor,sometimes,sometimes,rarely (1-2 times a month),minor impact,often (5-6 times a week),never,sometimes (3-4 times a week),extremely high stress,poor
"15/4/2026, 9:42:41 pm",first year,cse,male,sometimes (3-4 times a week),5-6 hours,every night,average,often,sometimes,always,moderate impact,every night,sometimes (3-4 times a week),never,extremely high stress,below average
"15/4/2026, 9:42:42 pm",fourth year,cse,male,every night,4-5 hours,every night,very good,sometimes,always,sometimes (1-2 times a week),major impact,sometimes (3-4 times a week),every day,every day,extremely high stress,below average
"15/4/2026, 9:42:49 pm",fourth year,cse,male,rarely (1-2 times a week),5-6 hours,often (5-6 times a week),average,sometimes,sometimes,rarely (1-2 times a month),severe impact,every night,rarely (1-2 times a week),never,high stress,good
"15/4/2026, 9:42:57 pm",third year,cse,male,every night,4-5 hours,every night,average,sometimes,sometimes,rarely (1-2 times a month),minor impact,every night,never,every day,high stress,below average
"15/4/2026, 9:43:00 pm",fourth year,cse,male,every night,less than 4 hours,sometimes (3-4 times a week),average,often,sometimes,often (3-4 times a week),minor impact,every night,rarely (1-2 times a week),never,high stress,below average
"15/4/2026, 9:43:18 pm",third year,mechanical,male,sometimes (3-4 times a week),6-7 hours,never,good,sometimes,never,sometimes (1-2 times a week),moderate impact,every night,rarely (1-2 times a week),never,low stress,below average
"15/4/2026, 9:43:20 pm",first year,cse,male,sometimes (3-4 times a week),5-6 hours,every night,good,sometimes,rarely,often (3-4 times a week),moderate impact,every night,never,rarely (1-2 times a week),extremely high stress,average
"15/4/2026, 9:43:24 pm",third year,cse,female,every night,less than 4 hours,often (5-6 times a week),good,often,rarely,never,minor impact,every night,never,sometimes (3-4 times a week),low stress,good
"15/4/2026, 9:43:44 pm",second year,cse,male,often (5-6 times a week),5-6 hours,every night,very poor,sometimes,sometimes,rarely (1-2 times a month),major impact,every night,often (5-6 times a week),rarely (1-2 times a week),extremely high stress,below average
"15/4/2026, 9:43:56 pm",third year,cse,male,every night,4-5 hours,sometimes (3-4 times a week),very good,sometimes,often,sometimes (1-2 times a week),moderate impact,rarely (1-2 times a week),every day,never,extremely high stress,average
"15/4/2026, 9:44:02 pm",third year,eee,male,sometimes (3-4 times a week),5-6 hours,sometimes (3-4 times a week),average,sometimes,often,always,moderate impact,often (5-6 times a week),never,sometimes (3-4 times a week),high stress,poor
"15/4/2026, 9:44:03 pm",first year,ece,male,every night,less than 4 hours,often (5-6 times a week),very good,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,never,never,sometimes (3-4 times a week),extremely high stress,poor
"15/4/2026, 9:44:08 pm",second year,cse,male,often (5-6 times a week),less than 4 hours,often (5-6 times a week),good,often,sometimes,sometimes (1-2 times a week),moderate impact,every night,sometimes (3-4 times a week),rarely (1-2 times a week),high stress,poor
"15/4/2026, 9:44:14 pm",third year,ece,female,sometimes (3-4 times a week),less than 4 hours,every night,average,often,never,often (3-4 times a week),minor impact,every night,never,never,high stress,poor
"15/4/2026, 9:44:18 pm",third year,cse,male,every night,5-6 hours,every night,good,sometimes,rarely,sometimes (1-2 times a week),minor impact,every night,sometimes (3-4 times a week),often (5-6 times a week),high stress,below average
"15/4/2026, 9:44:20 pm",second year,cse,female,every night,4-5 hours,sometimes (3-4 times a week),very good,sometimes,rarely,often (3-4 times a week),minor impact,every night,rarely (1-2 times a week),rarely (1-2 times a week),extremely high stress,below average
"15/4/2026, 9:44:23 pm",third year,ece,male,every night,4-5 hours,often (5-6 times a week),good,often,often,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),never,often (5-6 times a week),high stress,poor
"15/4/2026, 9:44:42 pm",third year,cse,male,never,6-7 hours,never,good,rarely,sometimes,sometimes (1-2 times a week),minor impact,never,rarely (1-2 times a week),every day,extremely high stress,below average
"15/4/2026, 9:44:43 pm",third year,other,male,every night,less than 4 hours,sometimes (3-4 times a week),average,often,rarely,always,moderate impact,rarely (1-2 times a week),never,every day,extremely high stress,average
"15/4/2026, 9:44:48 pm",third year,cse,male,often (5-6 times a week),4-5 hours,every night,very good,always,often,often (3-4 times a week),minor impact,every night,never,sometimes (3-4 times a week),high stress,below average
"15/4/2026, 9:45:01 pm",first year,cse,male,often (5-6 times a week),4-5 hours,every night,average,often,often,often (3-4 times a week),major impact,every night,sometimes (3-4 times a week),every day,high stress,poor
"15/4/2026, 9:45:05 pm",third year,cse,female,every night,5-6 hours,often (5-6 times a week),good,often,never,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,poor
"15/4/2026, 9:45:32 pm",third year,eee,male,sometimes (3-4 times a week),6-7 hours,sometimes (3-4 times a week),average,often,sometimes,often (3-4 times a week),minor impact,often (5-6 times a week),rarely (1-2 times a week),every day,high stress,average
"15/4/2026, 9:45:35 pm",third year,cse,male,often (5-6 times a week),5-6 hours,every night,good,rarely,sometimes,sometimes (1-2 times a week),severe impact,every night,never,rarely (1-2 times a week),high stress,poor
"15/4/2026, 9:45:41 pm",second year,mechanical,male,sometimes (3-4 times a week),less than 4 hours,often (5-6 times a week),very good,sometimes,often,sometimes (1-2 times a week),major impact,rarely (1-2 times a week),sometimes (3-4 times a week),never,high stress,below average
"15/4/2026, 9:45:49 pm",third year,cse,male,sometimes (3-4 times a week),4-5 hours,often (5-6 times a week),good,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),never,rarely (1-2 times a week),extremely high stress,below average
"15/4/2026, 9:45:54 pm",third year,ece,male,sometimes (3-4 times a week),4-5 hours,often (5-6 times a week),good,always,often,often (3-4 times a week),moderate impact,every night,never,sometimes (3-4 times a week),high stress,below average
"15/4/2026, 9:46:00 pm",third year,cse,male,sometimes (3-4 times a week),5-6 hours,every night,very good,never,rarely,never,minor impact,rarely (1-2 times a week),rarely (1-2 times a week),every day,high stress,below average
"15/4/2026, 9:46:15 pm",first year,eee,male,sometimes (3-4 times a week),4-5 hours,often (5-6 times a week),average,rarely,sometimes,rarely (1-2 times a month),major impact,often (5-6 times a week),rarely (1-2 times a week),never,extremely high stress,poor
