Timestamp,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night? ,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,"11. How often do you use electronic devices (e.g., phone, computer) before going to sleep?","12. How often do you consume caffeine (coffee, energy drinks) to stay awake or alert?",13. How often do you engage in physical activity or exercise?,14. How would you describe your stress levels related to academic workload?,15. How would you rate your overall academic performance (GPA or grades) in the past semester?
11/6/2024 18:50:24,graduate student,male,every night,7-8 hours,every night,very poor,always,often,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
11/6/2024 18:50:50,graduate student,male,every night,7-8 hours,often (5-6 times a week),poor,always,always,always,major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
11/6/2024 18:51:18,third year,female,every night,7-8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,poor
11/6/2024 18:51:43,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,always,always,often (3-4 times a week),major impact,every night,sometimes (3-4 times a week),every day,extremely high stress,below average
11/6/2024 18:52:04,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,always,often,always,severe impact,every night,often (5-6 times a week),every day,high stress,below average
11/6/2024 18:52:25,graduate student,male,every night,more than 8 hours,often (5-6 times a week),very poor,often,always,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
11/6/2024 18:52:47,graduate student,male,every night,7-8 hours,every night,very poor,always,often,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),every day,high stress,below average
11/6/2024 18:53:15,graduate student,male,often (5-6 times a week),more than 8 hours,every night,very poor,always,often,often (3-4 times a week),severe impact,often (5-6 times a week),every day,every day,high stress,poor
11/6/2024 18:53:32,graduate student,male,every night,7-8 hours,every night,very poor,often,always,always,major impact,every night,every day,every day,extremely high stress,poor
11/6/2024 18:53:52,third year,female,every night,7-8 hours,often (5-6 times a week),very poor,always,always,always,major impact,every night,every day,every day,extremely high stress,below average
11/6/2024 18:54:16,graduate student,female,often (5-6 times a week),7-8 hours,every night,poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,every day,extremely high stress,average
11/6/2024 18:54:41,graduate student,male,every night,more than 8 hours,often (5-6 times a week),very poor,always,always,always,major impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,below average
11/6/2024 18:59:30,graduate student,male,every night,more than 8 hours,often (5-6 times a week),very poor,often,often,always,severe impact,every night,every day,often (5-6 times a week),high stress,below average
11/6/2024 18:59:47,graduate student,male,every night,7-8 hours,every night,very poor,sometimes,often,often (3-4 times a week),severe impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,below average
11/6/2024 19:00:20,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),poor,always,often,always,severe impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,poor
11/6/2024 19:00:42,third year,female,often (5-6 times a week),7-8 hours,every night,very poor,always,always,often (3-4 times a week),major impact,every night,every day,every day,extremely high stress,below average
11/6/2024 19:01:07,graduate student,male,every night,more than 8 hours,every night,poor,often,often,sometimes (1-2 times a week),major impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,poor
11/6/2024 19:01:29,graduate student,male,often (5-6 times a week),7-8 hours,every night,very poor,sometimes,always,often (3-4 times a week),major impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
11/6/2024 19:01:58,graduate student,male,often (5-6 times a week),7-8 hours,every night,poor,often,often,often (3-4 times a week),severe impact,every night,every day,every day,extremely high stress,poor
11/6/2024 19:02:21,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,always,severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
11/6/2024 19:02:40,graduate student,male,often (5-6 times a week),more than 8 hours,every night,very poor,always,often,often (3-4 times a week),major impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
11/6/2024 19:03:03,graduate student,male,every night,7-8 hours,often (5-6 times a week),poor,always,often,often (3-4 times a week),severe impact,every night,sometimes (3-4 times a week),every day,extremely high stress,poor
11/6/2024 19:03:37,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,always,always,major impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
11/6/2024 19:03:57,graduate student,male,every night,7-8 hours,often (5-6 times a week),poor,always,often,always,severe impact,every night,every day,every day,high stress,poor
11/6/2024 19:04:16,third year,male,every night,more than 8 hours,often (5-6 times a week),very poor,always,always,always,major impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,below average
11/6/2024 19:04:36,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),poor,often,always,always,severe impact,every night,every day,every day,high stress,poor
11/6/2024 19:04:54,graduate student,male,every night,7-8 hours,every night,poor,always,often,always,major impact,every night,every day,every day,extremely high stress,below average
11/6/2024 19:05:10,third year,male,every night,7-8 hours,often (5-6 times a week),poor,always,often,always,severe impact,often (5-6 times a week),every day,every day,extremely high stress,below average
11/6/2024 19:05:29,third year,male,often (5-6 times a week),more than 8 hours,every night,very poor,often,often,often (3-4 times a week),severe impact,every night,every day,often (5-6 times a week),extremely high stress,poor
11/6/2024 19:05:49,graduate student,male,every night,7-8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
11/6/2024 19:07:59,graduate student,male,every night,more than 8 hours,every night,poor,often,often,often (3-4 times a week),major impact,every night,every day,often (5-6 times a week),high stress,poor
11/6/2024 19:08:21,graduate student,male,often (5-6 times a week),7-8 hours,every night,very poor,often,often,often (3-4 times a week),major impact,every night,every day,every day,high stress,poor
11/6/2024 19:08:45,graduate student,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),poor,often,often,always,severe impact,often (5-6 times a week),often (5-6 times a week),every day,high stress,poor
11/6/2024 19:09:18,third year,male,often (5-6 times a week),more than 8 hours,every night,poor,always,often,often (3-4 times a week),moderate impact,every night,every day,every day,extremely high stress,below average
11/6/2024 19:09:42,third year,male,every night,7-8 hours,sometimes (3-4 times a week),very poor,sometimes,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
11/6/2024 19:10:00,graduate student,male,every night,7-8 hours,every night,very poor,often,often,often (3-4 times a week),severe impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
11/6/2024 19:10:35,graduate student,male,every night,more than 8 hours,every night,poor,often,often,often (3-4 times a week),major impact,every night,every day,sometimes (3-4 times a week),extremely high stress,below average
11/6/2024 19:10:52,third year,male,every night,more than 8 hours,every night,very poor,always,often,often (3-4 times a week),major impact,every night,often (5-6 times a week),every day,extremely high stress,average
11/6/2024 19:11:25,graduate student,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),poor,often,always,often (3-4 times a week),severe impact,every night,every day,every day,extremely high stress,poor
11/6/2024 19:12:31,graduate student,male,every night,more than 8 hours,often (5-6 times a week),very poor,always,often,always,severe impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,poor
11/6/2024 19:14:33,graduate student,male,every night,7-8 hours,every night,average,often,often,often (3-4 times a week),severe impact,every night,every day,every day,high stress,below average
11/6/2024 19:15:41,third year,male,every night,more than 8 hours,often (5-6 times a week),poor,often,often,often (3-4 times a week),severe impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,poor
12/10/2024 23:20:54,second year,female,often (5-6 times a week),more than 8 hours,every night,very poor,always,often,often (3-4 times a week),severe impact,sometimes (3-4 times a week),every day,often (5-6 times a week),high stress,below average
12/10/2024 23:21:21,third year,male,every night,7-8 hours,often (5-6 times a week),poor,often,always,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
12/10/2024 23:21:39,second year,female,every night,more than 8 hours,often (5-6 times a week),very poor,often,often,always,severe impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,poor
12/10/2024 23:21:55,graduate student,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,sometimes,often,often (3-4 times a week),major impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
12/10/2024 23:22:18,third year,male,every night,7-8 hours,often (5-6 times a week),poor,often,always,often (3-4 times a week),major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,below average
12/10/2024 23:22:37,third year,male,every night,7-8 hours,often (5-6 times a week),poor,always,often,often (3-4 times a week),major impact,every night,often (5-6 times a week),every day,high stress,below average
12/10/2024 23:22:54,third year,male,often (5-6 times a week),7-8 hours,every night,very poor,always,always,always,major impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,poor
12/10/2024 23:23:33,graduate student,male,often (5-6 times a week),more than 8 hours,every night,very poor,often,always,often (3-4 times a week),severe impact,every night,every day,every day,high stress,below average
12/10/2024 23:24:19,graduate student,male,every night,more than 8 hours,often (5-6 times a week),poor,sometimes,often,always,severe impact,often (5-6 times a week),often (5-6 times a week),every day,high stress,below average
12/10/2024 23:24:37,third year,male,every night,7-8 hours,often (5-6 times a week),average,often,often,always,major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,below average
12/10/2024 23:24:55,graduate student,male,often (5-6 times a week),7-8 hours,every night,poor,often,often,often (3-4 times a week),severe impact,every night,often (5-6 times a week),every day,extremely high stress,poor
12/10/2024 23:25:23,graduate student,male,every night,7-8 hours,often (5-6 times a week),poor,always,often,always,major impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,below average
12/10/2024 23:25:40,graduate student,male,every night,more than 8 hours,often (5-6 times a week),poor,always,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
12/10/2024 23:25:55,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,sometimes,often,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
12/10/2024 23:26:18,third year,male,every night,7-8 hours,every night,poor,often,often,always,major impact,every night,every day,every day,extremely high stress,average
12/10/2024 23:26:56,third year,male,every night,more than 8 hours,often (5-6 times a week),average,often,always,often (3-4 times a week),severe impact,every night,often (5-6 times a week),every day,extremely high stress,below average
12/10/2024 23:27:23,third year,male,every night,7-8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),severe impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,below average
12/10/2024 23:27:42,third year,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),poor,often,always,sometimes (1-2 times a week),major impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,poor
12/10/2024 23:27:59,third year,male,every night,7-8 hours,often (5-6 times a week),poor,often,always,always,moderate impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,average
12/10/2024 23:28:16,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),major impact,often (5-6 times a week),sometimes (3-4 times a week),often (5-6 times a week),high stress,poor
12/10/2024 23:28:34,graduate student,male,every night,7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,sometimes (3-4 times a week),every day,often (5-6 times a week),high stress,below average
12/10/2024 23:28:52,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,always,always,often (3-4 times a week),severe impact,every night,often (5-6 times a week),every day,extremely high stress,poor
12/10/2024 23:29:10,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,below average
12/10/2024 23:29:25,third year,male,every night,7-8 hours,every night,poor,often,sometimes,always,major impact,every night,often (5-6 times a week),every day,extremely high stress,poor
12/10/2024 23:29:43,third year,male,often (5-6 times a week),7-8 hours,every night,good,always,always,always,severe impact,every night,every day,often (5-6 times a week),high stress,below average
12/10/2024 23:30:03,third year,male,every night,more than 8 hours,every night,poor,sometimes,always,often (3-4 times a week),major impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
12/10/2024 23:30:19,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,always,often,sometimes (1-2 times a week),major impact,often (5-6 times a week),every day,every day,high stress,below average
12/10/2024 23:31:09,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,sometimes,often (3-4 times a week),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,poor
12/10/2024 23:31:44,third year,male,often (5-6 times a week),7-8 hours,every night,poor,often,sometimes,sometimes (1-2 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
12/10/2024 23:32:17,graduate student,female,sometimes (3-4 times a week),more than 8 hours,every night,very poor,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
12/10/2024 23:32:57,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),good,always,often,often (3-4 times a week),major impact,sometimes (3-4 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
12/10/2024 23:33:35,second year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),very poor,often,often,often (3-4 times a week),major impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
12/10/2024 23:35:11,graduate student,male,every night,7-8 hours,often (5-6 times a week),good,often,often,often (3-4 times a week),major impact,every night,sometimes (3-4 times a week),every day,extremely high stress,below average
12/10/2024 23:36:59,graduate student,male,every night,more than 8 hours,every night,very poor,often,often,often (3-4 times a week),severe impact,every night,often (5-6 times a week),every day,extremely high stress,poor
12/10/2024 23:37:16,third year,male,often (5-6 times a week),7-8 hours,every night,poor,always,often,often (3-4 times a week),major impact,every night,often (5-6 times a week),every day,high stress,poor
12/10/2024 23:37:32,graduate student,male,every night,more than 8 hours,often (5-6 times a week),very poor,often,always,often (3-4 times a week),severe impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
12/11/2024 22:32:40,graduate student,male,often (5-6 times a week),7-8 hours,every night,poor,often,always,always,severe impact,every night,every day,every day,high stress,poor
12/11/2024 22:32:58,third year,male,often (5-6 times a week),more than 8 hours,every night,very poor,always,often,often (3-4 times a week),severe impact,every night,often (5-6 times a week),every day,high stress,poor
12/11/2024 22:33:16,graduate student,male,often (5-6 times a week),more than 8 hours,every night,very poor,often,always,often (3-4 times a week),major impact,often (5-6 times a week),every day,every day,high stress,poor
12/11/2024 22:33:34,graduate student,male,every night,7-8 hours,often (5-6 times a week),very poor,often,often,always,severe impact,every night,every day,often (5-6 times a week),extremely high stress,poor
12/11/2024 22:33:52,graduate student,female,every night,more than 8 hours,often (5-6 times a week),very poor,often,always,often (3-4 times a week),severe impact,every night,every day,every day,extremely high stress,poor
12/11/2024 22:34:11,third year,male,every night,more than 8 hours,every night,very poor,often,often,often (3-4 times a week),severe impact,every night,every day,often (5-6 times a week),extremely high stress,poor
12/11/2024 22:34:28,third year,male,often (5-6 times a week),more than 8 hours,every night,very poor,often,always,always,severe impact,every night,often (5-6 times a week),every day,extremely high stress,below average
12/11/2024 22:34:44,graduate student,male,every night,7-8 hours,often (5-6 times a week),very poor,often,always,always,major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,poor
12/11/2024 22:35:01,third year,male,every night,more than 8 hours,every night,very poor,always,always,often (3-4 times a week),severe impact,every night,every day,every day,extremely high stress,poor
12/11/2024 22:35:20,graduate student,male,every night,7-8 hours,often (5-6 times a week),poor,always,always,always,severe impact,every night,often (5-6 times a week),every day,extremely high stress,below average
12/11/2024 22:35:38,third year,male,every night,7-8 hours,every night,very poor,always,often,often (3-4 times a week),severe impact,often (5-6 times a week),every day,every day,extremely high stress,below average
12/11/2024 22:35:57,graduate student,male,often (5-6 times a week),more than 8 hours,every night,very poor,often,often,always,severe impact,often (5-6 times a week),every day,every day,extremely high stress,poor
12/12/2024 0:01:59,graduate student,male,every night,7-8 hours,sometimes (3-4 times a week),very poor,often,always,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
12/12/2024 0:02:18,graduate student,male,often (5-6 times a week),7-8 hours,every night,poor,often,always,always,major impact,every night,every day,often (5-6 times a week),extremely high stress,poor
12/12/2024 0:02:34,graduate student,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,always,always,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
12/12/2024 0:02:52,graduate student,male,every night,more than 8 hours,often (5-6 times a week),very poor,always,often,often (3-4 times a week),severe impact,every night,every day,every day,extremely high stress,below average
12/12/2024 0:03:11,graduate student,female,every night,7-8 hours,often (5-6 times a week),very poor,always,often,always,major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,below average
12/12/2024 0:03:31,graduate student,male,every night,7-8 hours,every night,very poor,always,always,often (3-4 times a week),major impact,often (5-6 times a week),every day,every day,high stress,poor
12/12/2024 0:03:47,graduate student,male,often (5-6 times a week),more than 8 hours,every night,poor,always,always,always,major impact,every night,every day,every day,high stress,below average
12/12/2024 0:04:06,second year,female,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very poor,always,always,always,severe impact,every night,every day,often (5-6 times a week),extremely high stress,poor
12/15/2024 5:43:39,graduate student,male,every night,7-8 hours,sometimes (3-4 times a week),poor,always,often,always,moderate impact,every night,often (5-6 times a week),every day,high stress,below average
12/15/2024 5:43:55,third year,male,every night,more than 8 hours,often (5-6 times a week),good,often,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,poor
12/15/2024 5:44:04,third year,male,sometimes (3-4 times a week),6-7 hours,rarely (1-2 times a week),average,sometimes,rarely,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,poor
12/15/2024 5:44:10,graduate student,female,often (5-6 times a week),more than 8 hours,every night,good,sometimes,often,often (3-4 times a week),major impact,every night,often (5-6 times a week),every day,extremely high stress,below average
12/15/2024 5:44:25,second year,male,rarely (1-2 times a week),7-8 hours,never,poor,rarely,rarely,rarely (1-2 times a month),minor impact,rarely (1-2 times a week),rarely (1-2 times a week),rarely (1-2 times a week),high stress,below average
12/15/2024 5:44:26,graduate student,male,every night,7-8 hours,often (5-6 times a week),very good,always,often,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),every day,high stress,poor
12/15/2024 5:44:49,third year,male,sometimes (3-4 times a week),6-7 hours,sometimes (3-4 times a week),poor,rarely,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,often (5-6 times a week),high stress,poor
12/15/2024 5:44:50,third year,male,often (5-6 times a week),7-8 hours,every night,good,sometimes,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,every day,extremely high stress,below average
12/15/2024 5:45:07,graduate student,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),good,often,always,often (3-4 times a week),major impact,often (5-6 times a week),every day,every day,extremely high stress,below average
12/15/2024 5:45:18,second year,female,often (5-6 times a week),6-7 hours,often (5-6 times a week),average,rarely,often,always,severe impact,often (5-6 times a week),every day,every day,high stress,below average
12/15/2024 5:45:24,third year,female,every night,more than 8 hours,every night,good,often,sometimes,always,severe impact,often (5-6 times a week),every day,every day,high stress,below average
12/15/2024 5:45:41,graduate student,male,often (5-6 times a week),7-8 hours,sometimes (3-4 times a week),good,often,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,below average
12/15/2024 5:45:42,third year,male,sometimes (3-4 times a week),6-7 hours,sometimes (3-4 times a week),average,rarely,never,rarely (1-2 times a month),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,poor
12/15/2024 5:45:58,third year,male,every night,6-7 hours,often (5-6 times a week),good,always,often,always,major impact,often (5-6 times a week),sometimes (3-4 times a week),every day,extremely high stress,below average
12/15/2024 5:46:03,second year,female,sometimes (3-4 times a week),6-7 hours,sometimes (3-4 times a week),average,sometimes,sometimes,sometimes (1-2 times a week),major impact,sometimes (3-4 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),low stress,poor
12/15/2024 5:46:14,graduate student,male,every night,7-8 hours,often (5-6 times a week),good,often,sometimes,always,major impact,every night,every day,every day,high stress,poor
12/15/2024 5:46:25,third year,male,sometimes (3-4 times a week),6-7 hours,sometimes (3-4 times a week),average,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,never,rarely (1-2 times a week),sometimes (3-4 times a week),extremely high stress,below average
12/15/2024 5:46:31,third year,male,every night,6-7 hours,every night,very good,always,sometimes,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
12/15/2024 5:46:49,graduate student,male,often (5-6 times a week),7-8 hours,every night,very good,always,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,every day,extremely high stress,below average
12/15/2024 5:46:51,third year,male,often (5-6 times a week),6-7 hours,often (5-6 times a week),average,always,often,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),rarely (1-2 times a week),extremely high stress,poor
12/15/2024 5:47:06,third year,male,often (5-6 times a week),more than 8 hours,every night,poor,always,always,often (3-4 times a week),major impact,every night,every day,often (5-6 times a week),extremely high stress,below average
12/15/2024 5:47:11,second year,male,often (5-6 times a week),more than 8 hours,sometimes (3-4 times a week),average,rarely,rarely,always,severe impact,rarely (1-2 times a week),sometimes (3-4 times a week),often (5-6 times a week),extremely high stress,poor
12/15/2024 5:47:27,graduate student,male,every night,6-7 hours,often (5-6 times a week),very good,often,often,often (3-4 times a week),severe impact,sometimes (3-4 times a week),every day,every day,extremely high stress,poor
12/15/2024 5:47:35,third year,female,sometimes (3-4 times a week),6-7 hours,rarely (1-2 times a week),good,often,sometimes,sometimes (1-2 times a week),major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,poor
12/15/2024 5:47:44,third year,male,sometimes (3-4 times a week),7-8 hours,every night,very good,sometimes,always,often (3-4 times a week),severe impact,every night,often (5-6 times a week),every day,high stress,poor
12/15/2024 5:47:57,graduate student,male,rarely (1-2 times a week),6-7 hours,rarely (1-2 times a week),very good,always,sometimes,sometimes (1-2 times a week),minor impact,every night,every day,every day,extremely high stress,poor
12/15/2024 5:47:58,third year,female,sometimes (3-4 times a week),more than 8 hours,every night,very good,often,sometimes,often (3-4 times a week),severe impact,often (5-6 times a week),every day,every day,extremely high stress,poor
12/15/2024 5:48:15,third year,female,every night,7-8 hours,often (5-6 times a week),good,often,often,always,severe impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
12/15/2024 5:48:16,graduate student,female,sometimes (3-4 times a week),7-8 hours,sometimes (3-4 times a week),average,sometimes,sometimes,rarely (1-2 times a month),moderate impact,sometimes (3-4 times a week),often (5-6 times a week),often (5-6 times a week),high stress,below average
12/15/2024 5:48:31,third year,male,every night,6-7 hours,often (5-6 times a week),good,often,sometimes,often (3-4 times a week),major impact,often (5-6 times a week),every day,every day,extremely high stress,poor
12/15/2024 5:48:42,second year,female,sometimes (3-4 times a week),6-7 hours,sometimes (3-4 times a week),poor,sometimes,rarely,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,below average
12/15/2024 5:48:48,graduate student,male,every night,more than 8 hours,every night,good,often,often,sometimes (1-2 times a week),major impact,every night,every day,every day,extremely high stress,below average
12/15/2024 5:49:04,third year,male,sometimes (3-4 times a week),4-5 hours,sometimes (3-4 times a week),average,always,often,often (3-4 times a week),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,below average
12/15/2024 5:49:06,graduate student,male,every night,7-8 hours,often (5-6 times a week),very good,often,always,often (3-4 times a week),major impact,often (5-6 times a week),often (5-6 times a week),every day,high stress,below average
12/15/2024 5:49:21,third year,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very good,often,often,often (3-4 times a week),severe impact,every night,often (5-6 times a week),every day,extremely high stress,below average
12/15/2024 5:49:32,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),average,always,sometimes,often (3-4 times a week),minor impact,rarely (1-2 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),high stress,below average
12/15/2024 5:49:38,third year,male,every night,7-8 hours,every night,very good,sometimes,often,often (3-4 times a week),major impact,often (5-6 times a week),sometimes (3-4 times a week),every day,extremely high stress,poor
12/15/2024 5:49:59,third year,female,sometimes (3-4 times a week),4-5 hours,sometimes (3-4 times a week),average,sometimes,often,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),sometimes (3-4 times a week),rarely (1-2 times a week),low stress,below average
12/15/2024 5:50:16,graduate student,female,sometimes (3-4 times a week),4-5 hours,sometimes (3-4 times a week),very good,always,always,always,severe impact,every night,every day,every day,extremely high stress,poor
12/15/2024 5:50:36,third year,female,often (5-6 times a week),6-7 hours,often (5-6 times a week),good,often,often,often (3-4 times a week),major impact,often (5-6 times a week),every day,every day,extremely high stress,below average
12/15/2024 5:50:59,third year,female,sometimes (3-4 times a week),4-5 hours,rarely (1-2 times a week),poor,never,never,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),often (5-6 times a week),sometimes (3-4 times a week),low stress,poor
12/15/2024 5:51:24,third year,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very good,often,often,always,moderate impact,often (5-6 times a week),every day,every day,extremely high stress,poor
12/15/2024 5:51:27,first year,male,sometimes (3-4 times a week),6-7 hours,rarely (1-2 times a week),good,often,sometimes,often (3-4 times a week),major impact,sometimes (3-4 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),extremely high stress,below average
12/15/2024 5:51:42,graduate student,male,every night,more than 8 hours,every night,very good,sometimes,always,always,major impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,poor
12/15/2024 5:51:48,graduate student,female,often (5-6 times a week),6-7 hours,often (5-6 times a week),average,sometimes,sometimes,often (3-4 times a week),moderate impact,rarely (1-2 times a week),often (5-6 times a week),rarely (1-2 times a week),high stress,good
12/15/2024 5:52:07,third year,female,often (5-6 times a week),7-8 hours,sometimes (3-4 times a week),very good,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,rarely (1-2 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),extremely high stress,below average
12/15/2024 5:52:31,graduate student,male,rarely (1-2 times a week),7-8 hours,sometimes (3-4 times a week),very poor,sometimes,sometimes,sometimes (1-2 times a week),minor impact,sometimes (3-4 times a week),sometimes (3-4 times a week),rarely (1-2 times a week),no stress,below average
12/15/2024 5:52:36,graduate student,male,often (5-6 times a week),7-8 hours,every night,very good,always,always,always,severe impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,below average
12/15/2024 5:53:05,third year,female,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),good,sometimes,sometimes,often (3-4 times a week),moderate impact,sometimes (3-4 times a week),rarely (1-2 times a week),rarely (1-2 times a week),low stress,poor
12/15/2024 5:53:18,third year,male,every night,7-8 hours,often (5-6 times a week),good,often,sometimes,often (3-4 times a week),major impact,every night,every day,every day,extremely high stress,below average
