Timestamp,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night? ,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,"11. How often do you use electronic devices (e.g., phone, computer) before going to sleep?","12. How often do you consume caffeine (coffee, energy drinks) to stay awake or alert?",13. How often do you engage in physical activity or exercise?,14. How would you describe your stress levels related to academic workload?,15. How would you rate your overall academic performance (GPA or grades) in the past semester?
12/15/2024 5:53:30,third year,male,sometimes (3-4 times a week),4-5 hours,rarely (1-2 times a week),good,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,often (5-6 times a week),rarely (1-2 times a week),often (5-6 times a week),extremely high stress,below average
12/15/2024 5:53:39,first year,female,every night,more than 8 hours,often (5-6 times a week),poor,often,often,often (3-4 times a week),severe impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,below average
12/15/2024 5:53:57,graduate student,female,sometimes (3-4 times a week),6-7 hours,often (5-6 times a week),very good,always,always,always,moderate impact,sometimes (3-4 times a week),often (5-6 times a week),every day,extremely high stress,poor
12/15/2024 5:54:05,first year,female,every night,7-8 hours,often (5-6 times a week),poor,always,sometimes,often (3-4 times a week),severe impact,every night,often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
12/15/2024 5:54:16,graduate student,female,rarely (1-2 times a week),6-7 hours,sometimes (3-4 times a week),average,sometimes,sometimes,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),often (5-6 times a week),sometimes (3-4 times a week),extremely high stress,poor
12/15/2024 5:54:20,third year,male,often (5-6 times a week),7-8 hours,every night,very good,always,always,always,severe impact,often (5-6 times a week),every day,every day,extremely high stress,below average
12/15/2024 5:54:45,third year,male,sometimes (3-4 times a week),4-5 hours,rarely (1-2 times a week),poor,often,sometimes,rarely (1-2 times a month),moderate impact,sometimes (3-4 times a week),often (5-6 times a week),sometimes (3-4 times a week),low stress,below average
12/15/2024 5:54:46,graduate student,female,every night,7-8 hours,often (5-6 times a week),very good,often,often,always,major impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,average
12/15/2024 5:55:03,graduate student,female,every night,more than 8 hours,every night,very good,often,always,often (3-4 times a week),severe impact,every night,every day,every day,extremely high stress,poor
12/15/2024 5:55:11,second year,female,sometimes (3-4 times a week),7-8 hours,sometimes (3-4 times a week),average,sometimes,rarely,sometimes (1-2 times a week),major impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,below average
12/15/2024 5:55:21,third year,male,often (5-6 times a week),6-7 hours,often (5-6 times a week),good,often,sometimes,often (3-4 times a week),severe impact,every night,every day,every day,extremely high stress,poor
12/15/2024 5:55:32,second year,male,sometimes (3-4 times a week),6-7 hours,rarely (1-2 times a week),very poor,never,sometimes,rarely (1-2 times a month),moderate impact,rarely (1-2 times a week),sometimes (3-4 times a week),never,high stress,below average
12/15/2024 5:55:41,graduate student,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),very good,always,always,always,major impact,often (5-6 times a week),often (5-6 times a week),every day,extremely high stress,below average
12/15/2024 5:55:47,third year,male,sometimes (3-4 times a week),6-7 hours,never,poor,sometimes,sometimes,rarely (1-2 times a month),moderate impact,sometimes (3-4 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),low stress,good
12/15/2024 5:55:57,graduate student,male,often (5-6 times a week),more than 8 hours,often (5-6 times a week),very good,always,always,always,major impact,every night,often (5-6 times a week),every day,extremely high stress,below average
12/15/2024 5:56:01,second year,female,sometimes (3-4 times a week),7-8 hours,rarely (1-2 times a week),poor,never,never,often (3-4 times a week),moderate impact,rarely (1-2 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),high stress,average
12/15/2024 5:56:12,graduate student,male,every night,7-8 hours,often (5-6 times a week),very good,always,always,often (3-4 times a week),severe impact,every night,every day,every day,extremely high stress,average
12/15/2024 5:56:27,second year,male,never,6-7 hours,rarely (1-2 times a week),good,always,never,sometimes (1-2 times a week),moderate impact,sometimes (3-4 times a week),never,rarely (1-2 times a week),low stress,poor
12/15/2024 5:56:28,second year,female,often (5-6 times a week),7-8 hours,never,very poor,never,never,never,no impact,never,never,never,no stress,good
12/15/2024 5:56:31,second year,female,every night,more than 8 hours,every night,very good,sometimes,always,always,severe impact,often (5-6 times a week),every day,every day,extremely high stress,poor
12/15/2024 5:56:47,second year,female,sometimes (3-4 times a week),4-5 hours,never,very poor,sometimes,rarely,rarely (1-2 times a month),minor impact,every night,never,sometimes (3-4 times a week),extremely high stress,poor
12/15/2024 5:56:49,third year,female,every night,7-8 hours,sometimes (3-4 times a week),very good,rarely,always,always,severe impact,often (5-6 times a week),every day,every day,extremely high stress,below average
12/15/2024 5:56:50,second year,male,every night,7-8 hours,often (5-6 times a week),very good,always,always,often (3-4 times a week),major impact,every night,rarely (1-2 times a week),never,high stress,average
12/15/2024 5:57:08,graduate student,female,sometimes (3-4 times a week),7-8 hours,every night,very good,sometimes,sometimes,sometimes (1-2 times a week),severe impact,often (5-6 times a week),every day,often (5-6 times a week),extremely high stress,below average
12/15/2024 5:57:09,graduate student,female,never,less than 4 hours,often (5-6 times a week),good,sometimes,never,never,minor impact,sometimes (3-4 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),low stress,good
12/15/2024 5:57:17,first year,female,sometimes (3-4 times a week),less than 4 hours,never,poor,never,rarely,always,moderate impact,never,sometimes (3-4 times a week),sometimes (3-4 times a week),high stress,average
12/15/2024 5:57:26,graduate student,female,often (5-6 times a week),7-8 hours,often (5-6 times a week),good,often,often,often (3-4 times a week),severe impact,every night,every day,sometimes (3-4 times a week),extremely high stress,poor
12/15/2024 5:57:30,graduate student,female,sometimes (3-4 times a week),more than 8 hours,sometimes (3-4 times a week),average,sometimes,rarely,often (3-4 times a week),moderate impact,sometimes (3-4 times a week),every day,often (5-6 times a week),high stress,average
12/15/2024 5:57:42,third year,female,every night,7-8 hours,every night,very good,always,often,often (3-4 times a week),major impact,every night,often (5-6 times a week),every day,high stress,poor
12/15/2024 5:57:46,second year,female,sometimes (3-4 times a week),less than 4 hours,rarely (1-2 times a week),poor,rarely,rarely,rarely (1-2 times a month),moderate impact,never,rarely (1-2 times a week),never,low stress,average
12/15/2024 5:57:49,third year,female,sometimes (3-4 times a week),4-5 hours,never,poor,rarely,never,never,moderate impact,rarely (1-2 times a week),sometimes (3-4 times a week),sometimes (3-4 times a week),extremely high stress,poor
12/15/2024 5:57:59,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),good,often,often,often (3-4 times a week),major impact,sometimes (3-4 times a week),every day,every day,extremely high stress,below average
12/15/2024 5:58:08,third year,female,often (5-6 times a week),4-5 hours,never,poor,never,rarely,sometimes (1-2 times a week),minor impact,sometimes (3-4 times a week),sometimes (3-4 times a week),often (5-6 times a week),low stress,average
12/15/2024 5:58:14,third year,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),good,often,often,always,severe impact,every night,often (5-6 times a week),every day,extremely high stress,average
12/15/2024 5:58:24,third year,male,sometimes (3-4 times a week),6-7 hours,rarely (1-2 times a week),average,rarely,sometimes,rarely (1-2 times a month),no impact,rarely (1-2 times a week),rarely (1-2 times a week),often (5-6 times a week),extremely high stress,below average
12/15/2024 5:58:36,third year,female,often (5-6 times a week),more than 8 hours,often (5-6 times a week),good,often,often,always,severe impact,often (5-6 times a week),every day,every day,high stress,below average
12/15/2024 5:58:44,second year,female,often (5-6 times a week),more than 8 hours,sometimes (3-4 times a week),poor,rarely,never,rarely (1-2 times a month),no impact,sometimes (3-4 times a week),rarely (1-2 times a week),sometimes (3-4 times a week),high stress,average
12/15/2024 5:59:00,third year,male,often (5-6 times a week),more than 8 hours,every night,very good,always,always,often (3-4 times a week),severe impact,every night,often (5-6 times a week),every day,extremely high stress,below average
12/15/2024 5:59:07,third year,male,often (5-6 times a week),more than 8 hours,sometimes (3-4 times a week),poor,never,never,never,minor impact,never,often (5-6 times a week),often (5-6 times a week),extremely high stress,below average
12/15/2024 5:59:18,graduate student,male,often (5-6 times a week),7-8 hours,often (5-6 times a week),good,often,often,always,severe impact,often (5-6 times a week),every day,every day,extremely high stress,average
12/15/2024 5:59:25,third year,female,sometimes (3-4 times a week),6-7 hours,rarely (1-2 times a week),poor,never,never,sometimes (1-2 times a week),minor impact,sometimes (3-4 times a week),rarely (1-2 times a week),rarely (1-2 times a week),high stress,average
12/15/2024 5:59:41,third year,female,often (5-6 times a week),7-8 hours,rarely (1-2 times a week),good,sometimes,rarely,sometimes (1-2 times a week),moderate impact,rarely (1-2 times a week),rarely (1-2 times a week),never,no stress,excellent
12/15/2024 5:59:44,third year,male,sometimes (3-4 times a week),7-8 hours,often (5-6 times a week),good,often,always,always,major impact,often (5-6 times a week),often (5-6 times a week),often (5-6 times a week),extremely high stress,poor
12/15/2024 6:00:01,graduate student,male,every night,7-8 hours,often (5-6 times a week),good,often,often,often (3-4 times a week),major impact,every night,every day,often (5-6 times a week),extremely high stress,poor
12/15/2024 6:00:06,second year,female,often (5-6 times a week),4-5 hours,rarely (1-2 times a week),very poor,sometimes,never,rarely (1-2 times a month),minor impact,rarely (1-2 times a week),often (5-6 times a week),sometimes (3-4 times a week),high stress,good
12/15/2024 6:00:17,graduate student,female,often (5-6 times a week),6-7 hours,every night,good,often,often,sometimes (1-2 times a week),moderate impact,every night,often (5-6 times a week),every day,extremely high stress,below average
12/15/2024 6:00:21,third year,male,rarely (1-2 times a week),more than 8 hours,often (5-6 times a week),very good,often,sometimes,sometimes (1-2 times a week),minor impact,never,rarely (1-2 times a week),sometimes (3-4 times a week),extremely high stress,poor
